Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
AT1G63870	AT1G63870	Chr1	-	23707131	23711901	0.016311	0.006892	0.014352
AT1G63850	AT1G63850	Chr1	+	23696962	23698708	9.507174	4.017045	8.365593
AT1G63860	AT1G63860	Chr1	-	23701484	23706005	3.160165	1.371758	2.856719
AT1G63910	AT1G63910	Chr1	-	23719783	23721774	0.139599	0.058984	0.122837
AT1G63930	AT1G63930	Chr1	+	23727891	23729333	0.965350	0.407887	0.849435
AT1G63900	AT1G63900	Chr1	+	23716643	23719337	22.357275	10.186073	21.212744
AT1G63880	AT1G63880	Chr1	-	23712276	23716124	6.057758	2.559571	5.330368
AT1G63940	AT1G63940	Chr1	+	23729979	23733892	102.163437	46.826920	97.518188
AT1G63970	AT1G63970	Chr1	-	23738691	23740364	158.348221	66.994919	139.518539
AT1G64000	AT1G64000	Chr1	+	23747304	23749053	0.445956	0.188429	0.392407
AT1G63980	AT1G63980	Chr1	+	23740516	23743302	170.213257	72.123779	150.199509
AT1G63990	AT1G63990	Chr1	-	23742842	23745374	1.236828	0.522594	1.088315
AT1G64040	AT1G64040	Chr1	-	23758283	23760558	78.406021	33.128716	68.991356
AT1G64065	AT1G64065	Chr1	+	23778353	23779529	0.108751	0.045950	0.095693
AT1G64060	AT1G64060	Chr1	+	23769774	23776931	1.836336	0.775903	1.615837
AT1G64050	AT1G64050	Chr1	+	23762353	23766168	30.616741	13.524524	28.165148
AT1G64080	AT1G64080	Chr1	-	23785021	23786800	28.223003	11.925001	24.834105
AT1G64100	AT1G64100	Chr1	+	23791585	23795563	1.383618	0.724855	1.509529
AT1G64105	AT1G64105	Chr1	+	23795050	23795642	3.700308	1.563483	3.255991
AT1G64090	AT1G64090	Chr1	+	23789062	23790976	255.449860	141.962830	295.641022
AT1G64140	AT1G64140	Chr1	-	23803793	23807159	0.783813	0.331183	0.689696
AT1G64142	AT1G64142	Chr1	-	23803793	23807159	0.783813	0.331183	0.689696
AT1G64150	AT1G64150	Chr1	-	23808909	23812677	44.314869	18.724260	38.993725
AT1G64170	AT1G64170	Chr1	-	23815239	23818293	1.750956	0.739827	1.540709
AT1G64180	AT1G64180	Chr1	+	23821516	23824359	6.193532	2.616939	5.449839
AT1G64195	AT1G64195	Chr1	-	23827711	23828048	0.269406	0.113831	0.237057
AT1G64210	AT1G64210	Chr1	+	23831033	23832863	0.257370	0.108746	0.226466
AT1G64200	AT1G64200	Chr1	-	23828526	23830002	35.203907	14.874627	30.976770
AT1G64220	AT1G64220	Chr1	-	23833088	23833321	0.000000	0.000000	0.000000
AT1G64185	AT1G64185	Chr1	+	23824514	23825383	8.603163	3.635075	7.570131
AT1G64190	AT1G64190	Chr1	-	23825328	23827136	0.000000	0.000000	0.000000
AT1G64240.1	AT1G64240.1	Chr1	+	23837561	23839897	0.000000	0.000000	0.000000
AT1G64250.1	AT1G64250.1	Chr1	+	23840888	23843251	2.474196	1.045416	2.177105
AT1G64230	AT1G64230	Chr1	+	23833551	23835536	251.921585	124.737137	259.768097
AT1G64260	AT1G64260	Chr1	+	23847756	23849915	0.000000	0.000000	0.000000
AT1G64310	AT1G64310	Chr1	+	23866053	23867711	0.000000	0.000000	0.000000
AT1G64300	AT1G64300	Chr1	+	23863066	23866045	3.778716	1.598959	3.329872
AT1G64320	AT1G64320	Chr1	+	23869036	23870548	0.000000	0.000000	0.000000
AT1G64270.1	AT1G64270.1	Chr1	+	23850572	23852785	0.000000	0.000000	0.000000
AT1G64280	AT1G64280	Chr1	-	23852748	23855566	8.596187	3.632127	7.563993
AT1G64330	AT1G64330	Chr1	+	23870905	23874198	38.117245	16.105593	33.540287
AT1G64350	AT1G64350	Chr1	+	23881512	23883297	47.081886	19.893402	41.428493
AT1G64370	AT1G64370	Chr1	+	23888920	23889661	0.272237	0.115028	0.239548
AT1G64380	AT1G64380	Chr1	-	23890646	23892173	5.024869	2.123146	4.421504
AT1G64355	AT1G64355	Chr1	+	23886084	23887212	12.322376	5.679545	11.827790
AT1G64385	AT1G64385	Chr1	+	23900035	23902281	31.629715	13.364431	27.831751
AT1G64405	AT1G64405	Chr1	+	23923732	23924336	1.001653	0.423226	0.881379
AT1G64400	AT1G64400	Chr1	-	23915598	23919783	3.677197	1.553718	3.235655
AT1G64390	AT1G64390	Chr1	+	23911119	23915229	31.831984	13.449896	28.009733
AT1G64450	AT1G64450	Chr1	-	23941598	23942846	0.000000	0.000000	0.000000
AT1G64480	AT1G64480	Chr1	-	23948028	23949751	0.422730	0.178615	0.371970
AT1G64430	AT1G64430	Chr1	+	23933380	23936867	67.313927	30.555820	63.633240
AT1G64440	AT1G64440	Chr1	+	23937030	23939899	57.217415	24.175945	50.346992
AT1G64460	AT1G64460	Chr1	-	23943499	23944680	19.332333	8.168447	17.010986
AT1G64470	AT1G64470	Chr1	-	23944722	23945772	0.000000	0.000000	0.000000
AT1G64490	AT1G64490	Chr1	+	23952133	23952713	0.000000	0.000000	0.000000
AT1G64500	AT1G64500	Chr1	+	23953233	23954492	0.000000	0.000000	0.000000
AT1G64510	AT1G64510	Chr1	-	23954803	23956255	19.394209	8.194591	17.065434
AT1G64520	AT1G64520	Chr1	+	23956386	23958322	199.019470	84.091240	175.122055
AT1G64530	AT1G64530	Chr1	+	23959661	23963081	14.222337	6.009331	12.514578
AT1G64563	AT1G64563	Chr1	-	23975085	23978335	0.688463	0.290895	0.605795
AT1G64550	AT1G64550	Chr1	+	23968779	23973614	80.357285	33.953182	70.708321
AT1G64560	AT1G64560	Chr1	+	23973729	23974177	1.079430	0.456089	0.949817
AT1G64561	AT1G64561	Chr1	-	23974041	23974775	2.737722	1.156763	2.408988
AT1G64583	AT1G64583	Chr1	-	23987051	23988740	0.000000	0.000000	0.000000
AT1G64570	AT1G64570	Chr1	+	23978868	23983925	13.255123	5.600657	11.663504
AT1G64572	AT1G64572	Chr1	+	23984011	23984795	22.235588	9.395153	19.565632
AT1G64580	AT1G64580	Chr1	-	23984790	23986731	15.324408	6.474987	13.484318
AT1G64618	AT1G64618	Chr1	+	24005900	24006393	0.000000	0.000000	0.000000
AT1G64620	AT1G64620	Chr1	+	24006992	24008694	4.678598	1.976837	4.116812
AT1G64600	AT1G64600	Chr1	+	23995971	23998720	24.355366	10.290817	21.430876
AT1G64610	AT1G64610	Chr1	-	23998725	24001950	6.584817	2.818937	5.870505
AT1G64625	AT1G64625	Chr1	+	24016643	24019271	4.277360	1.848551	3.849652
AT1G64628	AT1G64628	Chr1	+	24019490	24022310	14.394481	6.082067	12.666052
AT1G64630	AT1G64630	Chr1	+	24019490	24022310	14.394481	6.082067	12.666052
AT1G64640	AT1G64640	Chr1	-	24022285	24023196	31.791872	13.432947	27.974438
AT1G64650	AT1G64650	Chr1	-	24023498	24026421	102.967979	47.659847	99.252785
AT1G64660	AT1G64660	Chr1	+	24028918	24030780	9.186119	3.881390	8.083089
AT1G64670	AT1G64670	Chr1	-	24030820	24033556	18.651220	7.880658	16.411659
AT1G64700	AT1G64700	Chr1	-	24039810	24040595	0.000000	0.000000	0.000000
AT1G64680	AT1G64680	Chr1	+	24036021	24037401	29.735018	12.563870	26.164564
AT1G64690	AT1G64690	Chr1	+	24038034	24039177	0.000000	0.000000	0.000000
AT1G64710	AT1G64710	Chr1	+	24044545	24046552	18.309906	7.908141	16.468893
AT1G64720	AT1G64720	Chr1	-	24046553	24048622	195.523834	82.614243	172.046158
AT1G64740	AT1G64740	Chr1	+	24050006	24052487	13.458217	5.686470	11.842212
AT1G64750	AT1G64750	Chr1	-	24052362	24053908	87.106850	61.325069	127.710930
AT1G64760	AT1G64760	Chr1	-	24054143	24056414	26.073940	11.789594	24.552114
AT1G64780	AT1G64780	Chr1	-	24060770	24062630	5.150994	2.176438	4.532485
AT1G64770	AT1G64770	Chr1	+	24057063	24059561	77.498451	46.727627	97.311409
AT1G64820	AT1G64820	Chr1	+	24088605	24090558	0.371769	0.157083	0.327129
AT1G64810	AT1G64810	Chr1	+	24086558	24088538	28.423775	12.727677	26.505697
AT1G64840	AT1G64840	Chr1	+	24093558	24095399	27.926107	11.799556	24.572861
AT1G64850	AT1G64850	Chr1	-	24096435	24097650	32.825840	13.869827	28.884251
AT1G64790	AT1G64790	Chr1	-	24064937	24083428	47.646648	20.817892	43.353764
AT1G64860	AT1G64860	Chr1	+	24097913	24100952	86.973610	37.423695	77.935745
AT1G64890	AT1G64890	Chr1	+	24109542	24111400	2.633259	1.112625	2.317068
AT1G64940	AT1G64940	Chr1	+	24123789	24125324	0.125651	0.053091	0.110563
AT1G64900	AT1G64900	Chr1	+	24113215	24114984	15.028813	6.350091	13.224216
AT1G64880	AT1G64880	Chr1	+	24105642	24109146	171.039703	72.269020	150.501968
AT1G64950	AT1G64950	Chr1	+	24127561	24129458	5.396470	2.280158	4.748485
AT1G64980	AT1G64980	Chr1	-	24137517	24139276	54.448582	23.006037	47.910625
AT1G65000	AT1G65000	Chr1	+	24147044	24148689	9.957354	4.207258	8.761717
AT1G64960	AT1G64960	Chr1	+	24129918	24134204	12.773504	5.397160	11.239716
AT1G64970	AT1G64970	Chr1	-	24134085	24136109	83.213051	35.159821	73.221176
AT1G64990	AT1G64990	Chr1	-	24139907	24146189	29.484541	13.378425	27.860895
AT1G65010	AT1G65010	Chr1	+	24149543	24154274	1.059002	0.447458	0.931841
AT1G65020	AT1G65020	Chr1	-	24154344	24156605	30.177000	12.750620	26.553474
AT1G65030	AT1G65030	Chr1	+	24156770	24158675	46.459656	19.630491	40.880978
AT1G65032	AT1G65032	Chr1	-	24158650	24159585	29.352484	12.402238	25.827961
AT1G65040	AT1G65040	Chr1	-	24159834	24163628	38.533596	16.720829	34.821529
AT1G65060	AT1G65060	Chr1	-	24167202	24171502	20.704176	9.396575	19.568596
AT1G65110	AT1G65110	Chr1	-	24183959	24188330	0.682757	0.288484	0.600774
AT1G65130	AT1G65130	Chr1	-	24196472	24201022	1.154312	0.487729	1.015707
AT1G65150	AT1G65150	Chr1	-	24203841	24205775	18.985456	8.065660	16.796932
AT1G65120	AT1G65120	Chr1	-	24191348	24196073	1.042832	0.440625	0.917613
AT1G65180	AT1G65180	Chr1	-	24211741	24213870	0.000000	0.000000	0.000000
AT1G65070	AT1G65070	Chr1	-	24172899	24176310	35.285347	15.058407	31.359499
AT1G65080	AT1G65080	Chr1	+	24176582	24180871	10.069489	4.254638	8.860387
AT1G65090	AT1G65090	Chr1	-	24180830	24183300	0.204807	0.092700	0.193051
AT1G65190	AT1G65190	Chr1	-	24215644	24217328	0.000000	0.000000	0.000000
AT1G65200	AT1G65200	Chr1	-	24218470	24222789	0.165457	0.069910	0.145590
AT1G65220	AT1G65220	Chr1	+	24226111	24228970	164.461990	69.489746	144.714081
AT1G65230	AT1G65230	Chr1	+	24229148	24230902	74.072693	31.297768	65.178360
AT1G65240	AT1G65240	Chr1	-	24230867	24233349	0.436862	0.184586	0.384405
AT1G65250	AT1G65250	Chr1	+	24234338	24235808	0.000000	0.000000	0.000000
AT1G65260	AT1G65260	Chr1	+	24236258	24240705	130.603882	55.183762	114.921516
AT1G65270	AT1G65270	Chr1	+	24241723	24244991	66.958031	33.673069	70.124985
AT1G65280	AT1G65280	Chr1	+	24245296	24248762	39.695614	16.772497	34.929131
AT1G65300	AT1G65300	Chr1	+	24254929	24255765	0.000000	0.000000	0.000000
AT1G65295	AT1G65295	Chr1	+	24251511	24252303	81.302826	34.352695	71.540321
AT1G65350	AT1G65350	Chr1	-	24272518	24277275	0.017188	0.007262	0.015124
AT1G65346	AT1G65346	Chr1	-	24273181	24274038	0.056933	0.024056	0.050097
AT1G65347.1	AT1G65347.1	Chr1	+	24274897	24275690	0.000000	0.000000	0.000000
AT1G65290	AT1G65290	Chr1	-	24248828	24250421	257.228546	108.686195	226.341629
AT1G65320	AT1G65320	Chr1	-	24259888	24262951	17.084942	7.218862	15.033454
AT1G65390	AT1G65390	Chr1	+	24292478	24294631	1.815695	0.767182	1.597674
AT1G65370	AT1G65370	Chr1	-	24284469	24286145	137.843781	58.242821	121.292076
AT1G65380	AT1G65380	Chr1	+	24286826	24289249	0.000000	0.000000	0.000000
AT1G65410	AT1G65410	Chr1	+	24295169	24297595	48.343346	20.426407	42.538483
AT1G65420	AT1G65420	Chr1	-	24297480	24298570	17.994892	7.603341	15.834141
AT1G65430	AT1G65430	Chr1	-	24300898	24306236	27.954102	11.811383	24.597490
AT1G65450	AT1G65450	Chr1	+	24315814	24319064	0.421369	0.437852	0.911838
AT1G65440	AT1G65440	Chr1	-	24306611	24314620	41.873505	18.016081	37.518925
AT1G65486	AT1G65486	Chr1	+	24349523	24350306	1.140532	0.687276	1.431269
AT1G65500	AT1G65500	Chr1	+	24357867	24358616	1.155172	0.488092	1.016464
AT1G65490	AT1G65490	Chr1	+	24354771	24355351	8.932998	3.774440	7.860362
AT1G65520	AT1G65520	Chr1	-	24361032	24361993	8.456341	3.573039	7.440939
AT1G65470	AT1G65470	Chr1	-	24319670	24324064	27.550774	12.042762	25.079344
AT1G65560	AT1G65560	Chr1	-	24371387	24373798	17.049679	7.203962	15.002424
AT1G65540	AT1G65540	Chr1	-	24362382	24366011	33.718605	14.247046	29.669815
AT1G65541	AT1G65541	Chr1	+	24366310	24366405	0.000000	0.000000	0.000000
AT1G65580	AT1G65580	Chr1	-	24377314	24384079	13.932172	5.886729	12.259255
AT1G65590	AT1G65590	Chr1	+	24385900	24391207	27.778618	11.737236	24.443079
AT1G65630	AT1G65630	Chr1	-	24406542	24409068	1.775779	0.750316	1.562551
AT1G65620	AT1G65620	Chr1	+	24398143	24400969	11.599480	9.021464	18.787418
AT1G65640	AT1G65640	Chr1	-	24410851	24413527	0.255089	0.107782	0.224459
AT1G65642	AT1G65642	Chr1	-	24413931	24414970	0.010442	0.004412	0.009188
AT1G65650	AT1G65650	Chr1	-	24415015	24417709	12.889616	5.446220	11.341886
AT1G65690	AT1G65690	Chr1	-	24431430	24432953	0.196881	0.083188	0.173240
AT1G65660	AT1G65660	Chr1	-	24418107	24421292	39.844776	16.835524	35.060383
AT1G65700	AT1G65700	Chr1	-	24434203	24436294	78.193932	41.385109	86.185493
AT1G65710	AT1G65710	Chr1	-	24436901	24438542	45.593349	19.264454	40.118690
AT1G65780	AT1G65780	Chr1	-	24462958	24466888	0.063164	0.026689	0.055580
AT1G65730	AT1G65730	Chr1	+	24442504	24446291	0.576550	0.243608	0.507320
AT1G65810	AT1G65810	Chr1	-	24477043	24480728	0.511802	0.216251	0.450347
AT1G65720	AT1G65720	Chr1	-	24440259	24441073	0.000000	0.000000	0.000000
AT1G65820	AT1G65820	Chr1	+	24485101	24486892	79.581696	42.057262	87.585266
AT1G65845	AT1G65845	Chr1	-	24493174	24493798	1.768916	0.747416	1.556512
AT1G65870	AT1G65870	Chr1	+	24503624	24504193	1.626316	0.687164	1.431035
AT1G65880	AT1G65880	Chr1	-	24508633	24510742	0.346110	0.146241	0.304551
AT1G65890	AT1G65890	Chr1	-	24512457	24514659	0.207684	0.087752	0.182746
AT1G65860	AT1G65860	Chr1	-	24499066	24502745	4.263356	1.801386	3.751430
AT1G65840	AT1G65840	Chr1	+	24489780	24493024	58.351582	24.655161	51.344967
AT1G65900	AT1G65900	Chr1	-	24515837	24518487	32.185085	13.599092	28.320436
AT1G65910	AT1G65910	Chr1	-	24520791	24524164	2.107146	0.890328	1.854129
AT1G65920	AT1G65920	Chr1	-	24525102	24529294	6.684981	2.824590	5.882277
AT1G65950	AT1G65950	Chr1	-	24546704	24551144	30.392036	12.841478	26.742689
AT1G65930	AT1G65930	Chr1	+	24538886	24542129	211.698975	89.448685	186.279053
AT1G65985	AT1G65985	Chr1	-	24562553	24568530	4.759211	2.010899	4.187745
AT1G66040	AT1G66040	Chr1	-	24583820	24586681	7.507000	3.171916	6.605591
AT1G66050	AT1G66050	Chr1	+	24589487	24592747	9.275588	3.919193	8.161815
AT1G65960	AT1G65960	Chr1	+	24552003	24557730	34.132393	24.260118	50.522282
AT1G65970	AT1G65970	Chr1	-	24557372	24558322	2.185152	0.923287	1.922768
AT1G65980	AT1G65980	Chr1	-	24559306	24560936	471.580780	199.571075	415.611572
AT1G66070	AT1G66070	Chr1	-	24595774	24598518	67.633957	31.004042	64.566673
AT1G66080	AT1G66080	Chr1	-	24600217	24601157	0.000000	0.000000	0.000000
AT1G66090	AT1G66090	Chr1	+	24602146	24604763	0.129904	0.054888	0.114306
AT1G66100	AT1G66100	Chr1	-	24605671	24606537	1.494065	0.631284	1.314664
AT1G66140	AT1G66140	Chr1	-	24619837	24622004	3.835200	1.620478	3.374685
AT1G66130	AT1G66130	Chr1	+	24614962	24616930	12.063412	5.097126	10.614888
AT1G66173	AT1G66173	Chr1	+	24642586	24644068	0.123399	0.052139	0.108582
AT1G66160	AT1G66160	Chr1	+	24637196	24638608	0.000000	0.000000	0.000000
AT1G66170	AT1G66170	Chr1	-	24638685	24641494	0.278809	0.117805	0.245331
AT1G66190	AT1G66190	Chr1	-	24652795	24653938	14.680944	6.203106	12.918118
AT1G66180	AT1G66180	Chr1	+	24647188	24648813	0.000000	0.000000	0.000000
AT1G66150	AT1G66150	Chr1	+	24631409	24634749	14.470895	6.114354	12.733290
AT1G66230	AT1G66230	Chr1	+	24677154	24678415	3.454469	1.459609	3.039671
AT1G66200	AT1G66200	Chr1	-	24655210	24657683	67.261940	29.893038	62.252968
AT1G66240	AT1G66240	Chr1	-	24686256	24687332	212.261932	104.264809	217.133987
AT1G66320	AT1G66320	Chr1	-	24726812	24728614	0.126014	0.053244	0.110883
AT1G66250	AT1G66250	Chr1	+	24692894	24695515	60.736645	25.662916	53.443642
AT1G66260	AT1G66260	Chr1	-	24695640	24698914	116.272110	51.601254	107.460854
AT1G66330	AT1G66330	Chr1	-	24729629	24732491	74.188614	33.220478	69.182442
AT1G66390	AT1G66390	Chr1	+	24763957	24765541	3.054767	1.290724	2.687963
AT1G66400	AT1G66400	Chr1	-	24770575	24771371	12.676286	5.356082	11.154171
AT1G66340	AT1G66340	Chr1	+	24734162	24737756	10.405177	4.396476	9.155767
AT1G66345	AT1G66345	Chr1	+	24737719	24739353	0.000000	0.000000	0.000000
AT1G66350	AT1G66350	Chr1	+	24748195	24750043	0.000000	0.000000	0.000000
AT1G66410	AT1G66410	Chr1	-	24774217	24775984	39.138496	18.954262	39.472710
AT1G66480	AT1G66480	Chr1	-	24805635	24807557	0.417617	0.176455	0.367471
AT1G66460	AT1G66460	Chr1	-	24789735	24791988	2.272200	0.960068	1.999364
AT1G66500	AT1G66500	Chr1	-	24811149	24812650	7.549268	3.189775	6.642784
AT1G66430	AT1G66430	Chr1	+	24778271	24780629	190.293274	80.404190	167.443665
AT1G66510	AT1G66510	Chr1	+	24812837	24816620	20.173729	9.785068	20.377640
AT1G66520	AT1G66520	Chr1	-	24816128	24818744	45.094982	19.053881	39.680168
AT1G66540	AT1G66540	Chr1	+	24824459	24826670	1.651706	0.710176	1.478959
AT1G66530	AT1G66530	Chr1	-	24818911	24822342	62.145336	26.258127	54.683186
AT1G66610	AT1G66610	Chr1	-	24849716	24851450	0.543269	0.254148	0.529269
AT1G66590	AT1G66590	Chr1	+	24841123	24842411	10.418706	5.730866	11.934669
AT1G66620	AT1G66620	Chr1	-	24852806	24854153	3.574115	1.510163	3.144950
AT1G66650	AT1G66650	Chr1	-	24860113	24861821	7.839989	3.312613	6.898596
AT1G66660	AT1G66660	Chr1	-	24861876	24863368	7.175733	3.088975	6.432866
AT1G66580	AT1G66580	Chr1	+	24839165	24840612	1002.801086	423.711243	882.388977
AT1G66690	AT1G66690	Chr1	-	24869554	24870850	0.439035	0.185504	0.386318
AT1G66670	AT1G66670	Chr1	-	24863785	24865702	105.329720	44.504726	92.682167
AT1G66725	AT1G66725	Chr1	+	24883931	24884559	4.751987	2.007846	4.181388
AT1G66680	AT1G66680	Chr1	-	24866095	24868992	74.268417	31.380466	65.350578
AT1G66740	AT1G66740	Chr1	+	24892340	24893766	29.614813	12.513080	26.058790
AT1G66730	AT1G66730	Chr1	+	24884681	24892046	11.679332	4.934841	10.276927
AT1G66750	AT1G66750	Chr1	+	24894715	24897253	15.047005	6.357777	13.240223
AT1G66810	AT1G66810	Chr1	-	24927613	24928803	2.997137	1.266374	2.637254
AT1G66760	AT1G66760	Chr1	+	24901978	24904443	30.911751	13.846564	28.835804
AT1G66830	AT1G66830	Chr1	-	24930665	24932918	0.371153	0.156822	0.326587
AT1G66820	AT1G66820	Chr1	+	24930040	24930551	0.000000	0.000000	0.000000
AT1G66840	AT1G66840	Chr1	-	24933856	24936322	1.465923	0.619393	1.289901
AT1G66890	AT1G66890	Chr1	+	24957558	24958114	0.000000	0.000000	0.000000
AT1G66870	AT1G66870	Chr1	-	24945484	24946968	0.000000	0.000000	0.000000
AT1G66880	AT1G66880	Chr1	+	24946928	24955611	7.266746	3.070402	6.394186
AT1G66910	AT1G66910	Chr1	-	24961634	24963946	0.924726	0.390722	0.813689
AT1G66900	AT1G66900	Chr1	+	24959334	24961616	8.907229	3.763551	7.837687
AT1G66950	AT1G66950	Chr1	+	24978205	24984619	0.250603	0.105887	0.220512
AT1G66930	AT1G66930	Chr1	+	24970523	24973069	6.675280	2.820491	5.873741
AT1G66940	AT1G66940	Chr1	-	24973028	24974791	19.347408	9.039335	18.824633
AT1G66970	AT1G66970	Chr1	-	24992553	24996117	15.734576	6.817254	14.197096
AT1G66990	AT1G66990	Chr1	-	25002644	25003327	0.375731	0.158757	0.330615
AT1G67020	AT1G67020	Chr1	-	25011008	25012987	0.578788	0.244554	0.509290
AT1G66980	AT1G66980	Chr1	-	24997309	25001983	32.704437	13.818532	28.777428
AT1G67050	AT1G67050	Chr1	-	25028627	25029788	8.887263	3.755115	7.820118
AT1G67070	AT1G67070	Chr1	+	25042135	25044647	0.411429	0.173840	0.362026
AT1G67060	AT1G67060	Chr1	+	25036616	25039389	35.716396	15.091167	31.427721
AT1G67035	AT1G67035	Chr1	+	25018077	25019057	26.279379	11.103766	23.123861
AT1G67040	AT1G67040	Chr1	-	25019105	25022542	23.077747	9.750988	20.306669
AT1G67080	AT1G67080	Chr1	-	25045225	25046860	103.677078	43.806438	91.227974
AT1G67100	AT1G67100	Chr1	+	25053734	25054847	0.211076	0.089185	0.185731
AT1G67120	AT1G67120	Chr1	-	25069562	25095526	11.089085	4.685446	9.757554
AT1G67140	AT1G67140	Chr1	-	25100862	25117423	16.144737	6.897490	14.364189
AT1G67170	AT1G67170	Chr1	+	25127246	25129457	12.342360	5.214989	10.860341
AT1G67180	AT1G67180	Chr1	+	25129731	25132169	34.219296	14.458601	30.110388
AT1G67190	AT1G67190	Chr1	+	25132498	25134431	14.723999	6.468231	13.470246
AT1G67195	AT1G67195	Chr1	-	25137111	25137937	93.710892	42.893566	89.326889
AT1G67220	AT1G67220	Chr1	+	25145587	25150558	0.067904	0.028691	0.059750
AT1G67210	AT1G67210	Chr1	+	25140815	25144043	20.929073	8.859143	18.449379
AT1G67238	AT1G67238	Chr1	-	25158115	25158454	0.000000	0.000000	0.000000
AT1G67230	AT1G67230	Chr1	-	25151270	25156323	68.398857	28.900414	60.185810
AT1G67260	AT1G67260	Chr1	-	25167462	25169307	0.350969	0.173125	0.360537
AT1G67250	AT1G67250	Chr1	-	25163642	25165056	89.330261	37.744511	78.603859
AT1G67300	AT1G67300	Chr1	-	25193704	25197089	23.154499	10.546383	21.963097
AT1G67280	AT1G67280	Chr1	-	25188274	25190694	224.561111	94.883301	197.596756
AT1G67310	AT1G67310	Chr1	-	25198182	25203126	19.895613	8.406448	17.506630
AT1G67328	AT1G67328	Chr1	-	25213843	25215050	1.246689	0.526761	1.096992
AT1G67330	AT1G67330	Chr1	+	25213852	25215174	1.138322	0.480973	1.001637
AT1G67340	AT1G67340	Chr1	+	25230265	25231840	47.705441	20.156874	41.977177
AT1G67320	AT1G67320	Chr1	-	25205279	25209033	49.300327	22.310215	46.461559
AT1G67325	AT1G67325	Chr1	-	25209394	25213253	48.100697	24.136425	50.264690
AT1G67365	AT1G67365	Chr1	+	25238410	25239235	3.692494	1.560181	3.249115
AT1G67370	AT1G67370	Chr1	-	25239117	25243837	0.469930	0.198558	0.413503
AT1G67390	AT1G67390	Chr1	+	25244690	25247139	0.140278	0.059271	0.123434
AT1G67400	AT1G67400	Chr1	-	25247988	25250734	14.686467	6.205440	12.922977
AT1G67410	AT1G67410	Chr1	-	25251193	25253667	6.645429	2.807878	5.847474
AT1G67350	AT1G67350	Chr1	+	25235271	25236878	171.734406	74.074432	154.261810
AT1G67360	AT1G67360	Chr1	-	25236811	25238216	60.940033	27.536127	57.344654
AT1G67420	AT1G67420	Chr1	+	25255232	25260430	6.402015	2.705029	5.633288
AT1G67455	AT1G67455	Chr1	+	25268145	25269475	0.070661	0.029856	0.062176
AT1G67460	AT1G67460	Chr1	-	25269626	25271861	1.180701	0.498879	1.038927
AT1G67470	AT1G67470	Chr1	+	25272182	25273576	0.650179	0.274719	0.572108
AT1G67480	AT1G67480	Chr1	+	25276294	25278718	60.178936	26.369780	54.915703
AT1G67481	AT1G67481	Chr1	-	25278944	25279207	0.000000	0.000000	0.000000
AT1G67490	AT1G67490	Chr1	-	25280451	25286611	12.349236	5.246294	10.925533
AT1G67500	AT1G67500	Chr1	-	25287707	25296937	8.078928	3.459438	7.204364
AT1G67510	AT1G67510	Chr1	-	25297477	25300184	0.000000	0.000000	0.000000
AT1G67520	AT1G67520	Chr1	-	25302726	25305857	0.448538	0.189520	0.394679
AT1G67530	AT1G67530	Chr1	+	25307658	25311308	12.848200	5.744000	11.962020
AT1G67540	AT1G67540	Chr1	-	25311242	25312482	0.000000	0.000000	0.000000
AT1G67550	AT1G67550	Chr1	+	25312740	25317395	18.958977	8.010694	16.682463
AT1G67560	AT1G67560	Chr1	+	25319899	25324264	8.011271	3.384984	7.049312
AT1G67570	AT1G67570	Chr1	+	25325160	25327258	8.870200	3.747905	7.805104
AT1G67580	AT1G67580	Chr1	-	25327284	25331379	16.543867	6.994492	14.566199
AT1G67430	AT1G67430	Chr1	+	25262159	25263789	3325.177979	1407.759888	2931.694092
AT1G67440	AT1G67440	Chr1	-	25263804	25265719	13.702853	5.789835	12.057472
AT1G67590	AT1G67590	Chr1	-	25333058	25334647	10.392052	4.414475	9.193252
AT1G67600	AT1G67600	Chr1	-	25336423	25337662	1.649437	0.696933	1.451380
AT1G67610	AT1G67610	Chr1	-	25339036	25340241	0.000000	0.000000	0.000000
AT1G67620	AT1G67620	Chr1	+	25340575	25342082	34.039303	14.382549	29.952007
AT1G67640	AT1G67640	Chr1	-	25352128	25353908	0.148567	0.062774	0.130728
AT1G67645	AT1G67645	Chr1	+	25354910	25356112	0.755195	0.319091	0.664514
AT1G67650	AT1G67650	Chr1	-	25359659	25362395	1.579223	0.667266	1.389597
AT1G67626.1	AT1G67626.1	Chr1	-	25343437	25344066	0.219048	0.092554	0.192746
AT1G67630	AT1G67630	Chr1	-	25344440	25348406	36.543320	15.440566	32.155354
AT1G67660	AT1G67660	Chr1	+	25363535	25365229	3.944115	2.066433	4.303398
AT1G67090	AT1G67090	Chr1	-	25048158	25049424	18835.623047	7959.681641	16576.228516
AT1G67680	AT1G67680	Chr1	-	25365756	25368526	93.330902	39.434891	82.124123
AT1G67690	AT1G67690	Chr1	+	25369086	25373730	22.712912	9.596835	19.985641
AT1G67710	AT1G67710	Chr1	-	25376751	25379144	0.847520	0.358101	0.745753
AT1G67720	AT1G67720	Chr1	+	25386341	25391073	12.569870	5.311119	11.060533
AT1G67700	AT1G67700	Chr1	+	25374222	25376034	207.023010	88.888435	185.112320
AT1G67730	AT1G67730	Chr1	+	25391460	25393610	75.712990	31.990837	66.621696
